Entry,Date,Location,Observer,Time start,Species,Fork length,Group size,Fish_ID,Minute,Substrate,Food_specific,Food_category,Bites
13636,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,15,Rubble,Dictyota_spp.,Brown_macroalgae,1
13637,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,15,Rubble,Dictyota_spp.,Brown_macroalgae,1
13638,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,15,Rubble,Dictyota_spp.,Brown_macroalgae,1
13639,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,15,Rubble,Dictyota_spp.,Brown_macroalgae,1
13640,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,16,Boulder,Turf,Turf,1
13641,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,16,Boulder,Turf,Turf,1
13642,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,16,Rubble,Turf,Turf,1
13643,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,16,Rubble,Turf,Turf,1
13644,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,16,Rubble,Turf,Turf,1
13645,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,16,Rubble,Turf,Turf,1
13646,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,16,Rubble,Turf,Turf,1
13647,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,17,Boulder,Turf,Turf,2
13648,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,17,Boulder,Turf,Turf,1
13649,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,17,Boulder,Dictyota_spp.,Brown_macroalgae,1
13650,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,17,Boulder,Dictyota_spp.,Brown_macroalgae,1
13651,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,17,Boulder,Dictyota_spp.,Brown_macroalgae,1
13652,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,17,Rubble,Turf,Turf,1
13653,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,17,Rubble,Turf,Turf,1
13654,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,17,Rubble,Turf,Turf,1
13655,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,17,Rubble,Turf,Turf,1
13656,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,18,Boulder,Turf,Turf,1
13657,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,18,Boulder,Turf,Turf,1
13658,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,18,Boulder,Turf,Turf,1
13659,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,18,Boulder,Turf,Turf,1
13660,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,18,Boulder,Dictyota_spp.,Brown_macroalgae,1
13661,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,18,Boulder,Dictyota_spp.,Brown_macroalgae,1
13662,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,18,Boulder,Dictyota_spp.,Brown_macroalgae,1
13663,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,18,Rubble,Turf,Turf,1
13664,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,18,Rubble,Turf,Turf,2
13665,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,18,Rubble,Turf,Turf,1
13666,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,18,Rubble,Turf,Turf,1
13667,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,19,Boulder,Turf,Turf,1
13668,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,19,Boulder,Dictyota_spp.,Brown_macroalgae,1
13669,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,19,Rubble,Turf,Turf,1
13670,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,19,Rubble,Turf,Turf,1
13671,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,19,Rubble,Turf,Turf,1
13672,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,19,Rubble,Turf,Turf,4
13673,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,20,Boulder,Turf,Turf,1
13674,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,20,Boulder,Turf,Turf,1
13675,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,20,Boulder,Dictyota_spp.,Brown_macroalgae,1
13676,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,20,Boulder,Dictyota_spp.,Brown_macroalgae,1
13677,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,20,Boulder,Dictyota_spp.,Brown_macroalgae,1
13678,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,20,Boulder,Dictyota_spp.,Brown_macroalgae,1
13679,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,20,Boulder,Dictyota_spp.,Brown_macroalgae,1
13680,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,20,Boulder,Dictyota_spp.,Brown_macroalgae,1
13681,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,20,Rubble,Turf,Turf,1
13682,2013-07-30,Elbow,Tom Adam,14:27,Sparisoma chrysopterum,26,4,Sp_chrysopterum_E3,20,Rubble,Turf,Turf,1
10649,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,1,Boulder,Turf,Turf,1
10650,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,1,Boulder,Turf,Turf,1
10651,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,1,Rubble,Turf,Turf,1
10652,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,1,Rubble,Turf,Turf,1
10653,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,2,Boulder,Turf,Turf,1
10654,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,2,Boulder,Turf,Turf,4
10655,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,2,Rubble,Turf,Turf,1
10656,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,2,Rubble,Turf,Turf,1
10657,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,2,Rubble,Turf,Turf,1
10658,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,3,Boulder,Turf,Turf,1
10659,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,3,Boulder,Turf,Turf,1
10660,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,3,Rubble,Turf,Turf,1
10661,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,3,Rubble,Turf,Turf,1
10662,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,4,Boulder,Turf,Turf,2
10663,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,4,Boulder,Turf,Turf,1
10664,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,4,Boulder,Turf,Turf,2
10665,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,4,Boulder,Dictyota_spp.,Brown_macroalgae,1
10666,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,4,Rubble,Turf,Turf,1
10667,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,5,Boulder,Turf,Turf,1
10668,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,5,Boulder,Turf,Turf,1
10669,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,5,Rubble,Turf,Turf,1
10670,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,5,Rubble,Turf,Turf,3
10671,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,6,Boulder,Turf,Turf,1
10672,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,6,Boulder,Turf,Turf,1
10673,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,6,Boulder,Dictyota_spp.,Brown_macroalgae,3
10674,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,6,Rubble,Turf,Turf,1
10675,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,7,Boulder,Turf,Turf,2
10676,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,7,Boulder,Dictyota_spp.,Brown_macroalgae,1
10677,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,7,Rubble,Turf,Turf,1
10678,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,7,Rubble,Turf,Turf,1
10679,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,7,Rubble,Dictyota_spp.,Brown_macroalgae,1
10680,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,8,Boulder,Dictyota_spp.,Brown_macroalgae,1
10681,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,8,Boulder,Turf,Turf,1
10682,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,8,Rubble,Turf,Turf,1
10683,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,8,Rubble,Turf,Turf,2
10684,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,9,Boulder,Turf,Turf,1
10685,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,9,Rubble,Turf,Turf,1
10686,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,9,Rubble,Turf,Turf,1
10687,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,9,Rubble,Turf,Turf,2
10688,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,10,Boulder,Turf,Turf,1
10689,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,10,Rubble,Turf,Turf,1
10690,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,10,Rubble,Turf,Turf,1
10691,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,10,Rubble,Turf,Turf,1
10692,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,11,Boulder,Turf,Turf,1
10693,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,11,Boulder,Turf,Turf,3
10694,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,11,Boulder,Dictyota_spp.,Brown_macroalgae,1
10695,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,11,Rubble,Turf,Turf,1
10696,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,11,Rubble,Turf,Turf,1
10697,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,11,Rubble,Turf,Turf,1
10698,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,11,Rubble,Turf,Turf,1
10699,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,12,Boulder,Turf,Turf,1
10700,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,12,Boulder,Turf,Turf,1
10701,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,12,Rubble,Turf,Turf,2
10702,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,12,Rubble,Turf,Turf,1
10703,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,12,Rubble,Turf,Turf,1
10704,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,12,Rubble,Turf,Turf,1
10705,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,13,Boulder,Turf,Turf,1
10706,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,13,Boulder,Turf,Turf,2
10707,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,13,Rubble,Turf,Turf,1
10708,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,13,Rubble,Turf,Turf,1
10709,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,14,Dead_coral,Turf,Turf,1
10710,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,14,Rubble,Turf,Turf,1
10711,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,14,Rubble,Turf,Turf,4
10712,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,15,Boulder,Turf,Turf,1
10713,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,15,Boulder,Turf,Turf,1
10714,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,15,Boulder,Turf,Turf,1
10715,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,15,Rubble,Turf,Turf,1
10716,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,16,Rubble,Turf,Turf,1
10717,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,16,Rubble,Turf,Turf,1
10718,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,16,Unknown,Gorgonian,Gorgonian,1
10719,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,17,Boulder,Turf,Turf,1
10720,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,17,Boulder,Turf,Turf,1
10721,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,17,Boulder,Turf,Turf,1
10722,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,17,Boulder,Turf,Turf,1
10723,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,17,Rubble,Turf,Turf,1
10724,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,17,Rubble,Turf,Turf,1
10725,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,17,Rubble,Turf,Turf,1
10726,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,17,Rubble,Turf,Turf,1
10727,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,17,Rubble,Dictyota_spp.,Brown_macroalgae,1
10728,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,17,Sandy_pavement,Turf,Turf,1
10729,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,18,Rubble,Turf,Turf,1
10730,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,18,Rubble,Turf,Turf,1
10731,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,18,Rubble,Turf,Turf,1
10732,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,18,Rubble,Turf,Turf,1
10733,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,19,Boulder,Turf,Turf,1
10734,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,19,Boulder,Turf,Turf,1
10735,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,19,Boulder,Turf,Turf,1
10736,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,19,Boulder,Turf,Turf,1
10737,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,19,Rubble,Turf,Turf,1
10738,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,19,Rubble,Turf,Turf,3
10739,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,19,Rubble,Turf,Turf,1
10740,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,19,Rubble,Turf,Turf,1
10741,2013-07-28,Elbow,Megan Kelley,11:31:00,Sparisoma chrysopterum,26,2,Sp_chrysopterum_E4,20,Boulder,Turf,Turf,1
11604,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,1,Boulder,Turf,Turf,1
11605,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,1,Rubble,Turf,Turf,3
11606,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,2,Dead_coral,Turf,Turf,6
11607,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,2,Boulder,Turf,Turf,2
11608,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,2,Boulder,Turf,Turf,1
11609,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,2,Rubble,Turf,Turf,1
11610,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,3,Boulder,Turf,Turf,2
11611,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,3,Boulder,Turf,Turf,3
11612,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,4,Rubble,Turf,Turf,1
11613,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,5,Dead_coral,Turf,Turf,1
11614,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,5,Boulder,Turf,Turf,1
11615,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,5,Boulder,Turf,Turf,1
11616,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,5,Rubble,Turf,Turf,2
11617,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,6,Boulder,Stypopodium_zonale,Brown_macroalgae,3
11618,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,6,Rubble,Turf,Turf,4
11619,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,7,Boulder,Turf,Turf,2
11620,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,7,Rubble,Turf,Turf,2
11621,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,7,Rubble,Turf,Turf,2
11622,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,8,Boulder,Turf,Turf,1
11623,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,8,Boulder,Turf,Turf,2
11624,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,8,Boulder,Turf,Turf,4
11625,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,8,Boulder,Turf,Turf,1
11626,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,9,Boulder,Turf,Turf,1
11627,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,9,Boulder,Turf,Turf,1
11628,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,9,Boulder,Turf,Turf,1
11629,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,9,Boulder,Stypopodium_zonale,Brown_macroalgae,1
11630,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,9,Rubble,Turf,Turf,1
11631,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,9,Rubble,Turf,Turf,1
11632,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,9,Rubble,Turf,Turf,1
11633,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,10,Boulder,Turf,Turf,1
11634,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,10,Boulder,Turf,Turf,1
11635,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,10,Boulder,Turf,Turf,1
11636,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,10,Boulder,Dictyota_spp.,Brown_macroalgae,2
11637,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,10,Rubble,Turf,Turf,1
11638,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,10,Rubble,Turf,Turf,1
11639,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,10,Rubble,Turf,Turf,1
11640,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,10,Rubble,Turf,Turf,2
11641,2013-07-28,Elbow,Megan Kelley,12:03:30,Sparisoma chrysopterum,25,6,Sp_chrysopterum_E5,11,Boulder,Turf,Turf,1
