Entry,Date,Location,Observer,Time start,Species,Fork length,Group size,Fish_ID,Minute,Substrate,Food_specific,Food_category,Bites
9068,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,1,Pavement,Turf,Turf,6
9069,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,1,Dead_coral,Turf,Turf,3
9070,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,1,Dead_coral,Turf,Turf,1
9071,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,1,Dead_coral,CCA,CCA,3
9072,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,2,Pavement,Turf,Turf,1
9073,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,2,Dead_coral,Turf,Turf,1
9074,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,2,Dead_coral,Turf,Turf,6
9075,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,2,Dead_coral,Turf,Turf,2
9076,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,2,Dead_coral,Turf,Turf,4
9077,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,3,Pavement,Turf,Turf,2
9078,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,3,Dead_coral,Turf,Turf,3
9079,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,3,Dead_coral,Turf,Turf,2
9080,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,3,Dead_coral,Turf,Turf,1
9081,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,3,Dead_coral,Turf,Turf,3
9082,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,4,Dead_coral,Turf,Turf,1
9083,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,4,Dead_coral,CCA,CCA,2
9084,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,4,Dead_coral,CCA,CCA,2
9085,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,4,Dead_coral,CCA,CCA,2
9086,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,5,Dead_coral,Turf,Turf,1
9087,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,5,Dead_coral,Turf,Turf,4
9088,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,5,Dead_coral,Turf,Turf,2
9089,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,5,Dead_coral,Turf,Turf,1
9090,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,5,Dead_coral,Turf,Turf,7
9091,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,5,Dead_coral,Turf,Turf,1
9092,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,5,Dead_coral,Turf,Turf,5
9093,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,6,Dead_coral,Turf,Turf,1
9094,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,6,Dead_coral,CCA,CCA,5
9095,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,6,Dead_coral,CCA,CCA,1
9096,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,6,Dead_coral,CCA,CCA,12
9097,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,7,Dead_coral,CCA,CCA,1
9098,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,7,Dead_coral,CCA,CCA,3
9099,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,7,Dead_coral,Turf,Turf,3
9100,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,8,Dead_coral,Turf,Turf,1
9101,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,8,Dead_coral,Turf,Turf,4
9102,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,8,Dead_coral,CCA,CCA,1
9103,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,9,Dead_coral,CCA,CCA,3
9104,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,9,Dead_coral,CCA,CCA,1
9105,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,9,Dead_coral,Turf,Turf,4
9106,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,9,Dead_coral,Turf,Turf,1
9107,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,10,Pavement,Turf,Turf,4
9108,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,10,Dead_coral,CCA,CCA,3
9109,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,10,Dead_coral,Turf,Turf,4
9110,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,10,Dead_coral,Turf,Turf,2
9111,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,10,Dead_coral,Turf,Turf,4
9112,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,11,Dead_coral,Turf,Turf,2
9113,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,11,Dead_coral,Turf,Turf,4
9114,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,11,Dead_coral,Turf,Turf,1
9115,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,11,Dead_coral,Turf,Turf,1
9116,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,12,Pavement,Turf,Turf,4
9117,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,12,Dead_coral,Turf,Turf,1
9118,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,12,Dead_coral,Turf,Turf,2
9119,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,12,Dead_coral,Turf,Turf,3
9120,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,12,Dead_coral,CCA,CCA,10
9121,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,13,Dead_coral,CCA,CCA,3
9122,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,13,Dead_coral,Turf,Turf,3
9123,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,14,Dead_coral,CCA,CCA,3
9124,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,14,Dead_coral,Turf,Turf,5
9125,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,14,Dead_coral,Turf,Turf,2
9126,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,15,Pavement,Turf,Turf,1
9127,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,15,Dead_coral,Turf,Turf,12
9128,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,15,Dead_coral,Turf,Turf,1
9129,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,15,Dead_coral,Turf,Turf,6
9130,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,15,Dead_coral,Turf,Turf,7
9131,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,16,Dead_coral,Turf,Turf,1
9132,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,16,Dead_coral,Turf,Turf,1
9133,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,16,Dead_coral,Turf,Turf,1
9134,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,16,Dead_coral,Turf,Turf,2
9135,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,16,Dead_coral,Turf,Turf,1
9136,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,16,Dead_coral,Turf,Turf,7
9137,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,17,Dead_coral,CCA,CCA,9
9138,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,18,Dead_coral,CCA,CCA,2
9139,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,18,Dead_coral,Turf,Turf,2
9140,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,18,Dead_coral,Turf,Turf,3
9141,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,19,Pavement,Turf,Turf,1
9142,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,19,Pavement,Turf,Turf,2
9143,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,19,Pavement,Turf,Turf,1
9144,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,19,Pavement,Turf,Turf,2
9145,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,19,Dead_coral,CCA,CCA,1
9146,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,19,Dead_coral,CCA,CCA,1
9147,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,20,Pavement,Turf,Turf,1
9148,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,20,Dead_coral,CCA,CCA,1
9149,2013-07-18,Carysfort,Tom Adam,15:45:00,Scarus coelestinus,40,3,Sc_coelestinus_C1,20,Dead_coral,CCA,CCA,3
9666,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,1,Dead_coral,Turf,Turf,1
9667,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,1,Dead_coral,Turf,Turf,1
9668,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,1,Dead_coral,Turf,Turf,1
9669,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,1,Dead_coral,Turf,Turf,2
9670,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,1,Dead_coral,CCA,CCA,1
9671,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,1,Dead_coral_under_ledge,Turf,Turf,1
9672,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,1,Rubble,Turf,Turf,3
9673,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,1,Coral,Porites_astreoides,Coral,1
9674,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,1,Unknown,Unknown,Unknown,1
9675,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,2,Dead_coral,Turf,Turf,4
9676,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,2,Dead_coral,Turf,Turf,5
9677,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,2,Dead_coral,Turf,Turf,8
9678,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,2,Rubble,Turf,Turf,3
9679,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,3,Dead_coral,Turf,Turf,6
9680,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,3,Dead_coral,Turf,Turf,1
9681,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,3,Dead_coral,Turf,Turf,5
9682,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,3,Rubble,Turf,Turf,1
9683,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,4,Dead_coral,Turf,Turf,2
9684,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,4,Dead_coral,Turf,Turf,1
9685,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,4,Dead_coral,CCA,CCA,1
9686,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,4,Rubble,Turf,Turf,7
9687,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,5,Dead_coral_under_ledge,Turf,Turf,2
9688,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,5,Boulder,Turf,Turf,4
9689,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,6,Dead_coral,CCA,CCA,1
9690,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,6,Dead_coral,CCA,CCA,1
9691,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,6,Dead_coral,Turf,Turf,2
9692,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,6,Boulder,Turf,Turf,5
9693,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,7,Dead_coral,Turf,Turf,3
9694,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,7,Dead_coral,Turf,Turf,4
9695,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,7,Dead_coral,Turf,Turf,1
9696,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,7,Rubble,Turf,Turf,3
9697,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,7,Rubble,Turf,Turf,2
9698,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,8,Dead_coral,Turf,Turf,8
9699,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,8,Dead_coral,Turf,Turf,8
9700,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,8,Dead_coral,Turf,Turf,6
9701,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,8,Rubble,Turf,Turf,1
9702,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,9,Dead_coral,Turf,Turf,1
9703,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,9,Rubble,Turf,Turf,5
9704,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,9,Rubble,Turf,Turf,3
9705,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,9,Unknown,Unknown,Unknown,3
9706,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,10,Dead_coral,CCA,CCA,2
9707,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,10,Dead_coral,Turf,Turf,5
9708,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,10,Dead_coral,Turf,Turf,9
9709,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,10,Rubble,Turf,Turf,1
9710,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,11,Dead_coral,Turf,Turf,1
9711,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,11,Dead_coral,Turf,Turf,9
9712,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,11,Rubble,Turf,Turf,1
9713,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,11,Rubble,Turf,Turf,2
9714,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,11,Unknown,Halimeda_spp.,Calcareous_green_algae,3
9715,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,12,Dead_coral,Turf,Turf,4
9716,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,12,Dead_coral,Turf,Turf,17
9717,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,12,Dead_coral,CCA,CCA,1
9718,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,12,Rubble,Turf,Turf,2
9719,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,12,Rubble,Turf,Turf,6
9720,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,12,Rubble,Turf,Turf,2
9721,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,13,Dead_coral,Turf,Turf,1
9722,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,13,Dead_coral,Turf,Turf,1
9723,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,13,Rubble,Turf,Turf,6
9724,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,13,Rubble,Turf,Turf,1
9725,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,13,Rubble,Turf,Turf,2
9726,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,13,Rubble,Turf,Turf,9
9727,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,13,Unknown,Dictyota_spp.,Brown_macroalgae,1
9728,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,14,Dead_coral,Turf,Turf,2
9729,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,14,Dead_coral,Turf,Turf,10
9730,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,14,Rubble,Turf,Turf,4
9731,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,14,Rubble,Turf,Turf,6
9732,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,15,Dead_coral,CCA,CCA,2
9733,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,15,Dead_coral,Turf,Turf,3
9734,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,15,Dead_coral,Turf,Turf,8
9735,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,15,Dead_coral,Turf,Turf,3
9736,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,16,Dead_coral,Turf,Turf,6
9737,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,16,Dead_coral,Turf,Turf,4
9738,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,17,Pavement,Turf,Turf,2
9739,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,17,Pavement,Turf,Turf,6
9740,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,17,Pavement,CCA,CCA,2
9741,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,17,Boulder,Turf,Turf,3
9742,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,17,Unknown,Cyanobacteria,Cyanobacteria,1
9743,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,18,Pavement,Turf,Turf,8
9744,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,19,Dead_coral_under_ledge,Turf,Turf,6
9745,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,19,Dead_coral,CCA,CCA,3
9746,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,20,Dead_coral,Turf,Turf,1
9747,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,20,Dead_coral,Turf,Turf,1
9748,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,20,Dead_coral,CCA,CCA,12
9749,2013-07-22,Carysfort,Tom Adam,11:08:00,Scarus coelestinus,35,1,Sc_coelestinus_C2,20,Dead_coral,CCA,CCA,7
9822,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,1,Dead_coral_under_ledge,Turf,Turf,3
9823,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,1,Boulder,Turf,Turf,3
9824,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,1,Dead_gorgonian,Turf,Turf,2
9825,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,1,Dead_gorgonian,Turf,Turf,2
9826,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,2,Dead_coral_under_ledge,Turf,Turf,4
9827,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,2,Dead_coral_under_ledge,Turf,Turf,21
9828,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,2,Boulder,Turf,Turf,3
9829,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,2,Unknown,Dictyota_spp.,Brown_macroalgae,2
9830,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,3,Dead_coral_under_ledge,Turf,Turf,6
9831,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,3,Dead_coral_under_ledge,Turf,Turf,3
9832,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,3,Dead_coral_under_ledge,Turf,Turf,4
9833,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,3,Unknown,Dictyota_spp.,Brown_macroalgae,2
9834,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,4,Boulder,Turf,Turf,6
9835,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,4,Unknown,Dictyota_spp.,Brown_macroalgae,2
9836,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,4,Dead_gorgonian,Turf,Turf,5
9837,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,4,Unknown,Unknown,Unknown,1
9838,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,5,Unknown,Dictyota_spp.,Brown_macroalgae,1
9839,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,6,Dead_coral_under_ledge,Turf,Turf,5
9840,2013-07-22,Carysfort,Tom Adam,12:01:00,Scarus coelestinus,42,5,Sc_coelestinus_C3,6,Dead_coral_under_ledge,Turf,Turf,3
