,region,site,date,depth_m,transect,colony_id,coral_species,col_size,l_cm,w_cm,percent_live,percent_col_inside,n_scars,percent_new,scar_min_mm2,scar_max_mm2,scar_med_mm2
2236,Panamá,Isla Pastores Inside,2013-08-19,10,1,2236,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2237,Panamá,Isla Pastores Inside,2013-08-19,10,1,2237,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2238,Panamá,Isla Pastores Inside,2013-08-19,10,1,2238,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2239,Panamá,Isla Pastores Inside,2013-08-19,10,1,2239,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2240,Panamá,Isla Pastores Inside,2013-08-19,10,1,2240,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2241,Panamá,Isla Pastores Inside,2013-08-19,10,1,2241,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2242,Panamá,Isla Pastores Inside,2013-08-19,10,1,2242,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2243,Panamá,Isla Pastores Inside,2013-08-19,10,1,2243,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2244,Panamá,Isla Pastores Inside,2013-08-19,10,1,2244,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2245,Panamá,Isla Pastores Inside,2013-08-19,10,1,2245,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2246,Panamá,Isla Pastores Inside,2013-08-19,10,1,2246,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2247,Panamá,Isla Pastores Inside,2013-08-19,10,1,2247,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2248,Panamá,Isla Pastores Inside,2013-08-19,10,1,2248,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2249,Panamá,Isla Pastores Inside,2013-08-19,10,1,2249,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2250,Panamá,Isla Pastores Inside,2013-08-19,10,1,2250,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2251,Panamá,Isla Pastores Inside,2013-08-19,10,1,2251,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2252,Panamá,Isla Pastores Inside,2013-08-19,10,1,2252,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2253,Panamá,Isla Pastores Inside,2013-08-19,10,1,2253,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2254,Panamá,Isla Pastores Inside,2013-08-19,10,1,2254,Siderastrea siderea,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2255,Panamá,Isla Pastores Inside,2013-08-19,10,1,2255,Siderastrea siderea,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2256,Panamá,Isla Pastores Inside,2013-08-19,10,1,2256,Siderastrea siderea,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2257,Panamá,Isla Pastores Inside,2013-08-19,10,1,2257,Siderastrea siderea,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2258,Panamá,Isla Pastores Inside,2013-08-19,10,1,2258,Siderastrea siderea,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2259,Panamá,Isla Pastores Inside,2013-08-19,10,1,2259,Siderastrea siderea,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2260,Panamá,Isla Pastores Inside,2013-08-19,10,1,2260,Siderastrea siderea,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2261,Panamá,Isla Pastores Inside,2013-08-19,10,1,2261,Siderastrea siderea,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2262,Panamá,Isla Pastores Inside,2013-08-19,10,1,2262,Siderastrea siderea,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2263,Panamá,Isla Pastores Inside,2013-08-19,10,1,2263,Siderastrea siderea,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2264,Panamá,Isla Pastores Inside,2013-08-19,10,1,2264,Siderastrea siderea,40 to 80,NA,NA,100,100,0,NA,NA,NA,NA
2265,Panamá,Isla Pastores Inside,2013-08-19,10,1,2265,Siderastrea siderea,40 to 80,NA,NA,100,100,0,NA,NA,NA,NA
2266,Panamá,Isla Pastores Inside,2013-08-19,10,1,2266,Siderastrea siderea,40 to 80,NA,NA,100,100,0,NA,NA,NA,NA
2267,Panamá,Isla Pastores Inside,2013-08-19,10,1,2267,Siderastrea siderea,40 to 80,NA,NA,100,100,0,NA,NA,NA,NA
2268,Panamá,Isla Pastores Inside,2013-08-19,10,1,2268,Siderastrea siderea,40 to 80,NA,NA,100,100,0,NA,NA,NA,NA
2269,Panamá,Isla Pastores Inside,2013-08-19,10,1,2269,Siderastrea siderea,40 to 80,NA,NA,100,100,0,NA,NA,NA,NA
2270,Panamá,Isla Pastores Inside,2013-08-19,10,1,2270,Siderastrea siderea,40 to 80,NA,NA,100,100,0,NA,NA,NA,NA
2271,Panamá,Isla Pastores Inside,2013-08-19,10,1,2271,Siderastrea siderea,80+,NA,NA,100,100,0,NA,NA,NA,NA
2272,Panamá,Isla Pastores Inside,2013-08-19,10,1,2272,Siderastrea siderea,80+,NA,NA,100,100,0,NA,NA,NA,NA
2273,Panamá,Isla Pastores Inside,2013-08-19,10,1,2273,Siderastrea siderea,80+,NA,NA,100,100,0,NA,NA,NA,NA
2274,Panamá,Isla Pastores Inside,2013-08-19,10,1,2274,Stephanocoenia intersepta,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2275,Panamá,Isla Pastores Inside,2013-08-19,10,1,2275,Stephanocoenia intersepta,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2276,Panamá,Isla Pastores Inside,2013-08-19,5,2,2276,Porites astreoides,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2277,Panamá,Isla Pastores Outside,2013-08-20,10,1,2277,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2278,Panamá,Isla Pastores Outside,2013-08-20,10,1,2278,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2279,Panamá,Isla Pastores Outside,2013-08-20,10,1,2279,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2280,Panamá,Isla Pastores Outside,2013-08-20,10,1,2280,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2281,Panamá,Isla Pastores Outside,2013-08-20,10,1,2281,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2282,Panamá,Isla Pastores Outside,2013-08-20,10,1,2282,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2283,Panamá,Isla Pastores Outside,2013-08-20,10,1,2283,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2284,Panamá,Isla Pastores Outside,2013-08-20,10,1,2284,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2285,Panamá,Isla Pastores Outside,2013-08-20,10,1,2285,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2286,Panamá,Isla Pastores Outside,2013-08-20,10,1,2286,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2287,Panamá,Isla Pastores Outside,2013-08-20,10,1,2287,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2288,Panamá,Isla Pastores Outside,2013-08-20,10,1,2288,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2289,Panamá,Isla Pastores Outside,2013-08-20,10,1,2289,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2290,Panamá,Isla Pastores Outside,2013-08-20,10,1,2290,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2291,Panamá,Isla Pastores Outside,2013-08-20,10,1,2291,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2292,Panamá,Isla Pastores Outside,2013-08-20,10,1,2292,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2293,Panamá,Isla Pastores Outside,2013-08-20,10,1,2293,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2294,Panamá,Isla Pastores Outside,2013-08-20,10,1,2294,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2295,Panamá,Isla Pastores Outside,2013-08-20,10,1,2295,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2296,Panamá,Isla Pastores Outside,2013-08-20,10,1,2296,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2297,Panamá,Isla Pastores Outside,2013-08-20,10,1,2297,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2298,Panamá,Isla Pastores Outside,2013-08-20,10,1,2298,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2299,Panamá,Isla Pastores Outside,2013-08-20,10,1,2299,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2300,Panamá,Isla Pastores Outside,2013-08-20,10,1,2300,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2301,Panamá,Isla Pastores Outside,2013-08-20,10,1,2301,Agaricia tenuifolia,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2302,Panamá,Isla Pastores Outside,2013-08-20,10,1,2302,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2303,Panamá,Isla Pastores Outside,2013-08-20,10,1,2303,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2304,Panamá,Isla Pastores Outside,2013-08-20,10,1,2304,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2305,Panamá,Isla Pastores Outside,2013-08-20,10,1,2305,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2306,Panamá,Isla Pastores Outside,2013-08-20,10,1,2306,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2307,Panamá,Isla Pastores Outside,2013-08-20,10,1,2307,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2308,Panamá,Isla Pastores Outside,2013-08-20,10,1,2308,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2309,Panamá,Isla Pastores Outside,2013-08-20,10,1,2309,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2310,Panamá,Isla Pastores Outside,2013-08-20,10,1,2310,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2311,Panamá,Isla Pastores Outside,2013-08-20,10,1,2311,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2312,Panamá,Isla Pastores Outside,2013-08-20,10,1,2312,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2313,Panamá,Isla Pastores Outside,2013-08-20,10,1,2313,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2314,Panamá,Isla Pastores Outside,2013-08-20,10,1,2314,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2315,Panamá,Isla Pastores Outside,2013-08-20,10,1,2315,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2316,Panamá,Isla Pastores Outside,2013-08-20,10,1,2316,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2317,Panamá,Isla Pastores Outside,2013-08-20,10,1,2317,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2318,Panamá,Isla Pastores Outside,2013-08-20,10,1,2318,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2319,Panamá,Isla Pastores Outside,2013-08-20,10,1,2319,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2320,Panamá,Isla Pastores Outside,2013-08-20,10,1,2320,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2321,Panamá,Isla Pastores Outside,2013-08-20,10,1,2321,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2322,Panamá,Isla Pastores Outside,2013-08-20,10,1,2322,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2323,Panamá,Isla Pastores Outside,2013-08-20,10,1,2323,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2324,Panamá,Isla Pastores Outside,2013-08-20,10,1,2324,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2325,Panamá,Isla Pastores Outside,2013-08-20,10,1,2325,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2326,Panamá,Isla Pastores Outside,2013-08-20,10,1,2326,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2327,Panamá,Isla Pastores Outside,2013-08-20,10,1,2327,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2328,Panamá,Isla Pastores Outside,2013-08-20,10,1,2328,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2329,Panamá,Isla Pastores Outside,2013-08-20,10,1,2329,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2330,Panamá,Isla Pastores Outside,2013-08-20,10,1,2330,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2331,Panamá,Isla Pastores Outside,2013-08-20,10,1,2331,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2332,Panamá,Isla Pastores Outside,2013-08-20,10,1,2332,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2333,Panamá,Isla Pastores Outside,2013-08-20,10,1,2333,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2334,Panamá,Isla Pastores Outside,2013-08-20,10,1,2334,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2335,Panamá,Isla Pastores Outside,2013-08-20,10,1,2335,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2336,Panamá,Isla Pastores Outside,2013-08-20,10,1,2336,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2337,Panamá,Isla Pastores Outside,2013-08-20,10,1,2337,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2338,Panamá,Isla Pastores Outside,2013-08-20,10,1,2338,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2339,Panamá,Isla Pastores Outside,2013-08-20,10,1,2339,Agaricia tenuifolia,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2340,Panamá,Isla Pastores Outside,2013-08-20,10,1,2340,Agaricia tenuifolia,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2341,Panamá,Isla Pastores Outside,2013-08-20,10,1,2341,Agaricia tenuifolia,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2342,Panamá,Isla Pastores Outside,2013-08-20,10,1,2342,Agaricia tenuifolia,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2343,Panamá,Isla Pastores Outside,2013-08-20,10,1,2343,Agaricia tenuifolia,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2344,Panamá,Isla Pastores Outside,2013-08-20,10,1,2344,Agaricia tenuifolia,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2345,Panamá,Isla Pastores Outside,2013-08-20,10,1,2345,Agaricia tenuifolia,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2346,Panamá,Isla Pastores Outside,2013-08-20,10,1,2346,Agaricia tenuifolia,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2347,Panamá,Isla Pastores Outside,2013-08-20,10,1,2347,Agaricia tenuifolia,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2348,Panamá,Isla Pastores Outside,2013-08-20,10,1,2348,Agaricia tenuifolia,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2349,Panamá,Isla Pastores Outside,2013-08-20,10,1,2349,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2350,Panamá,Isla Pastores Outside,2013-08-20,10,1,2350,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2351,Panamá,Isla Pastores Outside,2013-08-20,10,1,2351,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2352,Panamá,Isla Pastores Outside,2013-08-20,10,1,2352,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2353,Panamá,Isla Pastores Outside,2013-08-20,10,1,2353,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2354,Panamá,Isla Pastores Outside,2013-08-20,10,1,2354,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2355,Panamá,Isla Pastores Outside,2013-08-20,10,1,2355,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2356,Panamá,Isla Pastores Outside,2013-08-20,10,1,2356,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2357,Panamá,Isla Pastores Outside,2013-08-20,10,1,2357,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2358,Panamá,Isla Pastores Outside,2013-08-20,10,1,2358,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2359,Panamá,Isla Pastores Outside,2013-08-20,10,1,2359,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2360,Panamá,Isla Pastores Outside,2013-08-20,10,1,2360,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2361,Panamá,Isla Pastores Outside,2013-08-20,10,1,2361,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2362,Panamá,Isla Pastores Outside,2013-08-20,10,1,2362,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2363,Panamá,Isla Pastores Outside,2013-08-20,10,1,2363,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2364,Panamá,Isla Pastores Outside,2013-08-20,10,1,2364,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2365,Panamá,Isla Pastores Outside,2013-08-20,10,1,2365,Colpophyllia natans,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2366,Panamá,Isla Pastores Outside,2013-08-20,10,1,2366,Colpophyllia natans,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2367,Panamá,Isla Pastores Outside,2013-08-20,10,1,2367,Colpophyllia natans,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2368,Panamá,Isla Pastores Outside,2013-08-20,10,1,2368,Colpophyllia natans,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2369,Panamá,Isla Pastores Outside,2013-08-20,10,1,2369,Helioseris cucullata,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2370,Panamá,Isla Pastores Outside,2013-08-20,10,1,2370,Helioseris cucullata,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2371,Panamá,Isla Pastores Outside,2013-08-20,10,1,2371,Helioseris cucullata,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2372,Panamá,Isla Pastores Outside,2013-08-20,10,1,2372,Helioseris cucullata,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2373,Panamá,Isla Pastores Outside,2013-08-20,10,1,2373,Helioseris cucullata,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2374,Panamá,Isla Pastores Outside,2013-08-20,10,1,2374,Helioseris cucullata,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2375,Panamá,Isla Pastores Outside,2013-08-20,10,1,2375,Helioseris cucullata,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2376,Panamá,Isla Pastores Outside,2013-08-20,10,1,2376,Helioseris cucullata,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2377,Panamá,Isla Pastores Outside,2013-08-20,10,1,2377,Helioseris cucullata,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2378,Panamá,Isla Pastores Outside,2013-08-20,10,1,2378,Helioseris cucullata,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2379,Panamá,Isla Pastores Outside,2013-08-20,10,1,2379,Helioseris cucullata,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2380,Panamá,Isla Pastores Outside,2013-08-20,10,1,2380,Madracis auretenra,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2381,Panamá,Isla Pastores Outside,2013-08-20,10,1,2381,Madracis auretenra,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2382,Panamá,Isla Pastores Outside,2013-08-20,10,1,2382,Madracis auretenra,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2383,Panamá,Isla Pastores Outside,2013-08-20,10,1,2383,Madracis auretenra,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2384,Panamá,Isla Pastores Outside,2013-08-20,10,1,2384,Madracis auretenra,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2385,Panamá,Isla Pastores Outside,2013-08-20,10,1,2385,Madracis auretenra,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2386,Panamá,Isla Pastores Outside,2013-08-20,10,1,2386,Madracis auretenra,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2387,Panamá,Isla Pastores Outside,2013-08-20,10,1,2387,Madracis auretenra,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2388,Panamá,Isla Pastores Outside,2013-08-20,10,1,2388,Madracis auretenra,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2389,Panamá,Isla Pastores Outside,2013-08-20,10,1,2389,Madracis auretenra,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2390,Panamá,Isla Pastores Outside,2013-08-20,10,1,2390,Madracis auretenra,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2391,Panamá,Isla Pastores Outside,2013-08-20,10,1,2391,Madracis auretenra,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2392,Panamá,Isla Pastores Outside,2013-08-20,10,1,2392,Madracis auretenra,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2393,Panamá,Isla Pastores Outside,2013-08-20,10,1,2393,Madracis auretenra,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2394,Panamá,Isla Pastores Outside,2013-08-20,10,1,2394,Madracis auretenra,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2395,Panamá,Isla Pastores Outside,2013-08-20,10,1,2395,Madracis auretenra,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2396,Panamá,Isla Pastores Outside,2013-08-20,10,1,2396,Madracis auretenra,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2397,Panamá,Isla Pastores Outside,2013-08-20,10,1,2397,Madracis auretenra,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2398,Panamá,Isla Pastores Outside,2013-08-20,10,1,2398,Madracis auretenra,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2399,Panamá,Isla Pastores Outside,2013-08-20,10,1,2399,Madracis auretenra,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2400,Panamá,Isla Pastores Outside,2013-08-20,10,1,2400,Madracis auretenra,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2401,Panamá,Isla Pastores Outside,2013-08-20,10,1,2401,Madracis auretenra,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2402,Panamá,Isla Pastores Outside,2013-08-20,10,1,2402,Madracis auretenra,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2403,Panamá,Isla Pastores Outside,2013-08-20,10,1,2403,Madracis auretenra,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2404,Panamá,Isla Pastores Outside,2013-08-20,10,1,2404,Madracis auretenra,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2405,Panamá,Isla Pastores Outside,2013-08-20,10,1,2405,Madracis auretenra,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2406,Panamá,Isla Pastores Outside,2013-08-20,10,1,2406,Madracis auretenra,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2407,Panamá,Isla Pastores Outside,2013-08-20,10,1,2407,Madracis decactis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2408,Panamá,Isla Pastores Outside,2013-08-20,10,1,2408,Madracis decactis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2409,Panamá,Isla Pastores Outside,2013-08-20,10,1,2409,Madracis decactis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2410,Panamá,Isla Pastores Outside,2013-08-20,10,1,2410,Madracis decactis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2411,Panamá,Isla Pastores Outside,2013-08-20,10,1,2411,Madracis decactis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2412,Panamá,Isla Pastores Outside,2013-08-20,10,1,2412,Madracis decactis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2413,Panamá,Isla Pastores Outside,2013-08-20,10,1,2413,Madracis decactis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2414,Panamá,Isla Pastores Outside,2013-08-20,10,1,2414,Madracis decactis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2415,Panamá,Isla Pastores Outside,2013-08-20,10,1,2415,Madracis decactis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2416,Panamá,Isla Pastores Outside,2013-08-20,10,1,2416,Madracis decactis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2417,Panamá,Isla Pastores Outside,2013-08-20,10,1,2417,Madracis decactis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2418,Panamá,Isla Pastores Outside,2013-08-20,10,1,2418,Madracis decactis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2419,Panamá,Isla Pastores Outside,2013-08-20,10,1,2419,Madracis decactis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2420,Panamá,Isla Pastores Outside,2013-08-20,10,1,2420,Madracis decactis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
2421,Panamá,Isla Pastores Outside,2013-08-20,10,1,2421,Madracis decactis,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2422,Panamá,Isla Pastores Outside,2013-08-20,10,1,2422,Orbicella annularis,20 to 40,NA,NA,100,100,0,NA,NA,NA,NA
2423,Panamá,Isla Pastores Outside,2013-08-20,10,1,2423,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
2424,Panamá,Isla Pastores Outside,2013-08-20,10,1,2424,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
