,region,site,date,depth_m,transect,colony_id,coral_species,col_size,l_cm,w_cm,percent_live,percent_col_inside,n_scars,percent_new,scar_min_mm2,scar_max_mm2,scar_med_mm2
17472,Bonaire,Cliff,2019-07-06,11,2,17472,Orbicella faveolata,20 to 40,29,21,100,100,0,NA,NA,NA,NA
17473,Bonaire,Cliff,2019-07-06,11,2,17473,Orbicella faveolata,40 to 80,53,46,100,30,0,NA,NA,NA,NA
17474,Bonaire,Cliff,2019-07-06,11,2,17474,Orbicella faveolata,20 to 40,27,18,100,100,0,NA,NA,NA,NA
17475,Bonaire,Cliff,2019-07-06,11,2,17475,Orbicella faveolata,20 to 40,33,16,100,20,0,NA,NA,NA,NA
17476,Bonaire,Cliff,2019-07-06,11,2,17476,Orbicella faveolata,20 to 40,31,27,100,95,0,NA,NA,NA,NA
17477,Bonaire,Cliff,2019-07-06,11,2,17477,Orbicella annularis,<5,NA,NA,100,100,0,NA,NA,NA,NA
17478,Bonaire,Cliff,2019-07-06,11,2,17478,Orbicella annularis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17479,Bonaire,Cliff,2019-07-06,11,2,17479,Orbicella annularis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17480,Bonaire,Cliff,2019-07-06,11,2,17480,Orbicella annularis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17481,Bonaire,Cliff,2019-07-06,11,2,17481,Orbicella annularis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17482,Bonaire,Cliff,2019-07-06,11,2,17482,Orbicella annularis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17483,Bonaire,Cliff,2019-07-06,11,2,17483,Orbicella annularis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17484,Bonaire,Cliff,2019-07-06,11,2,17484,Orbicella annularis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17485,Bonaire,Cliff,2019-07-06,11,2,17485,Orbicella annularis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17486,Bonaire,Cliff,2019-07-06,11,2,17486,Orbicella annularis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17487,Bonaire,Cliff,2019-07-06,11,2,17487,Orbicella annularis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17488,Bonaire,Cliff,2019-07-06,11,2,17488,Orbicella annularis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17489,Bonaire,Cliff,2019-07-06,11,2,17489,Orbicella annularis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17490,Bonaire,Cliff,2019-07-06,11,2,17490,Orbicella annularis,20 to 40,22,16,100,100,0,NA,NA,NA,NA
17491,Bonaire,Cliff,2019-07-06,11,2,17491,Orbicella annularis,20 to 40,22,13,100,100,0,NA,NA,NA,NA
17492,Bonaire,Cliff,2019-07-06,11,2,17492,Orbicella annularis,20 to 40,28,17,100,80,0,NA,NA,NA,NA
17493,Bonaire,Cliff,2019-07-06,11,2,17493,Orbicella annularis,20 to 40,28,11,100,50,0,NA,NA,NA,NA
17494,Bonaire,Cliff,2019-07-06,11,2,17494,Orbicella annularis,20 to 40,23,15,100,100,0,NA,NA,NA,NA
17495,Bonaire,Cliff,2019-07-06,11,2,17495,Orbicella annularis,40 to 80,58,30,100,100,0,NA,NA,NA,NA
17496,Bonaire,Cliff,2019-07-06,11,2,17496,Porites astreoides,<5,NA,NA,100,100,0,NA,NA,NA,NA
17497,Bonaire,Cliff,2019-07-06,11,2,17497,Porites astreoides,<5,NA,NA,100,100,0,NA,NA,NA,NA
17498,Bonaire,Cliff,2019-07-06,11,2,17498,Porites astreoides,<5,NA,NA,100,100,0,NA,NA,NA,NA
17499,Bonaire,Cliff,2019-07-06,11,2,17499,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17500,Bonaire,Cliff,2019-07-06,11,2,17500,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17501,Bonaire,Cliff,2019-07-06,11,2,17501,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17502,Bonaire,Cliff,2019-07-06,11,2,17502,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17503,Bonaire,Cliff,2019-07-06,11,2,17503,Porites astreoides,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17504,Bonaire,Cliff,2019-07-06,11,2,17504,Porites astreoides,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17505,Bonaire,Cliff,2019-07-06,11,2,17505,Porites astreoides,20 to 40,24,13,100,100,0,NA,NA,NA,NA
17506,Bonaire,Cliff,2019-07-06,11,2,17506,Stephanocoenia intersepta,<5,NA,NA,100,100,0,NA,NA,NA,NA
17507,Bonaire,Cliff,2019-07-06,11,2,17507,Stephanocoenia intersepta,<5,NA,NA,100,100,0,NA,NA,NA,NA
17508,Bonaire,Cliff,2019-07-06,11,2,17508,Stephanocoenia intersepta,<5,NA,NA,100,100,0,NA,NA,NA,NA
17509,Bonaire,Cliff,2019-07-06,11,2,17509,Stephanocoenia intersepta,<5,NA,NA,100,100,0,NA,NA,NA,NA
17510,Bonaire,Cliff,2019-07-06,11,2,17510,Stephanocoenia intersepta,<5,NA,NA,100,100,0,NA,NA,NA,NA
17511,Bonaire,Cliff,2019-07-06,11,2,17511,Stephanocoenia intersepta,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17512,Bonaire,Cliff,2019-07-06,11,2,17512,Stephanocoenia intersepta,40 to 80,44,28,100,100,0,NA,NA,NA,NA
17513,Bonaire,Cliff,2019-07-06,11,2,17513,Scolymia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17514,Bonaire,Cliff,2019-07-06,15.5,3,17514,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17515,Bonaire,Cliff,2019-07-06,15.5,3,17515,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17516,Bonaire,Cliff,2019-07-06,15.5,3,17516,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17517,Bonaire,Cliff,2019-07-06,15.5,3,17517,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17518,Bonaire,Cliff,2019-07-06,15.5,3,17518,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17519,Bonaire,Cliff,2019-07-06,15.5,3,17519,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17520,Bonaire,Cliff,2019-07-06,15.5,3,17520,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17521,Bonaire,Cliff,2019-07-06,15.5,3,17521,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17522,Bonaire,Cliff,2019-07-06,15.5,3,17522,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17523,Bonaire,Cliff,2019-07-06,15.5,3,17523,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17524,Bonaire,Cliff,2019-07-06,15.5,3,17524,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17525,Bonaire,Cliff,2019-07-06,15.5,3,17525,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17526,Bonaire,Cliff,2019-07-06,15.5,3,17526,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17527,Bonaire,Cliff,2019-07-06,15.5,3,17527,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17528,Bonaire,Cliff,2019-07-06,15.5,3,17528,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17529,Bonaire,Cliff,2019-07-06,15.5,3,17529,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17530,Bonaire,Cliff,2019-07-06,15.5,3,17530,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17531,Bonaire,Cliff,2019-07-06,15.5,3,17531,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17532,Bonaire,Cliff,2019-07-06,15.5,3,17532,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17533,Bonaire,Cliff,2019-07-06,15.5,3,17533,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17534,Bonaire,Cliff,2019-07-06,15.5,3,17534,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17535,Bonaire,Cliff,2019-07-06,15.5,3,17535,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17536,Bonaire,Cliff,2019-07-06,15.5,3,17536,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17537,Bonaire,Cliff,2019-07-06,15.5,3,17537,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17538,Bonaire,Cliff,2019-07-06,15.5,3,17538,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17539,Bonaire,Cliff,2019-07-06,15.5,3,17539,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17540,Bonaire,Cliff,2019-07-06,15.5,3,17540,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17541,Bonaire,Cliff,2019-07-06,15.5,3,17541,Agaricia spp.,40 to 80,42,22,100,100,0,NA,NA,NA,NA
17542,Bonaire,Cliff,2019-07-06,15.5,3,17542,Agaricia spp.,20 to 40,32,13,100,100,0,NA,NA,NA,NA
17543,Bonaire,Cliff,2019-07-06,15.5,3,17543,Agaricia spp.,20 to 40,31,16,100,100,0,NA,NA,NA,NA
17544,Bonaire,Cliff,2019-07-06,15.5,3,17544,Agaricia spp.,20 to 40,19,31,100,100,0,NA,NA,NA,NA
17545,Bonaire,Cliff,2019-07-06,15.5,3,17545,Eusmilia fastigiata,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17546,Bonaire,Cliff,2019-07-06,15.5,3,17546,Eusmilia fastigiata,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17547,Bonaire,Cliff,2019-07-06,15.5,3,17547,Eusmilia fastigiata,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17548,Bonaire,Cliff,2019-07-06,15.5,3,17548,Eusmilia fastigiata,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17549,Bonaire,Cliff,2019-07-06,15.5,3,17549,Madracis decactis,<5,NA,NA,100,100,0,NA,NA,NA,NA
17550,Bonaire,Cliff,2019-07-06,15.5,3,17550,Madracis decactis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17551,Bonaire,Cliff,2019-07-06,15.5,3,17551,Madracis decactis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17552,Bonaire,Cliff,2019-07-06,15.5,3,17552,Madracis decactis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17553,Bonaire,Cliff,2019-07-06,15.5,3,17553,Madracis decactis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17554,Bonaire,Cliff,2019-07-06,15.5,3,17554,Madracis decactis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17555,Bonaire,Cliff,2019-07-06,15.5,3,17555,Madracis decactis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17556,Bonaire,Cliff,2019-07-06,15.5,3,17556,Madracis decactis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17557,Bonaire,Cliff,2019-07-06,15.5,3,17557,Madracis decactis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17558,Bonaire,Cliff,2019-07-06,15.5,3,17558,Madracis decactis,20 to 40,22,3,100,100,0,NA,NA,NA,NA
17559,Bonaire,Cliff,2019-07-06,15.5,3,17559,Madracis decactis,20 to 40,29,4,100,100,0,NA,NA,NA,NA
17560,Bonaire,Cliff,2019-07-06,15.5,3,17560,Meandrina meandrites,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17561,Bonaire,Cliff,2019-07-06,15.5,3,17561,Meandrina meandrites,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17562,Bonaire,Cliff,2019-07-06,15.5,3,17562,Montastrea cavernosa,<5,NA,NA,100,100,0,NA,NA,NA,NA
17563,Bonaire,Cliff,2019-07-06,15.5,3,17563,Montastrea cavernosa,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17564,Bonaire,Cliff,2019-07-06,15.5,3,17564,Montastrea cavernosa,20 to 40,32,14,100,100,0,NA,NA,NA,NA
17565,Bonaire,Cliff,2019-07-06,15.5,3,17565,Montastrea cavernosa,20 to 40,22,18,100,30,0,NA,NA,NA,NA
17566,Bonaire,Cliff,2019-07-06,15.5,3,17566,Montastrea cavernosa,40 to 80,48,11,100,100,0,NA,NA,NA,NA
17567,Bonaire,Cliff,2019-07-06,15.5,3,17567,Montastrea cavernosa,20 to 40,32,12,100,100,0,NA,NA,NA,NA
17568,Bonaire,Cliff,2019-07-06,15.5,3,17568,Orbicella faveolata,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17569,Bonaire,Cliff,2019-07-06,15.5,3,17569,Orbicella faveolata,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17570,Bonaire,Cliff,2019-07-06,15.5,3,17570,Orbicella faveolata,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17571,Bonaire,Cliff,2019-07-06,15.5,3,17571,Orbicella faveolata,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17572,Bonaire,Cliff,2019-07-06,15.5,3,17572,Orbicella franksi,20 to 40,35,34,100,50,0,NA,NA,NA,NA
17573,Bonaire,Cliff,2019-07-06,15.5,3,17573,Orbicella annularis,<5,NA,NA,100,100,0,NA,NA,NA,NA
17574,Bonaire,Cliff,2019-07-06,15.5,3,17574,Orbicella annularis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17575,Bonaire,Cliff,2019-07-06,15.5,3,17575,Orbicella annularis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17576,Bonaire,Cliff,2019-07-06,15.5,3,17576,Porites astreoides,<5,NA,NA,100,100,0,NA,NA,NA,NA
17577,Bonaire,Cliff,2019-07-06,15.5,3,17577,Porites astreoides,<5,NA,NA,100,100,0,NA,NA,NA,NA
17578,Bonaire,Cliff,2019-07-06,15.5,3,17578,Porites astreoides,<5,NA,NA,100,100,0,NA,NA,NA,NA
17579,Bonaire,Cliff,2019-07-06,15.5,3,17579,Porites astreoides,<5,NA,NA,100,100,0,NA,NA,NA,NA
17580,Bonaire,Cliff,2019-07-06,15.5,3,17580,Porites astreoides,<5,NA,NA,100,100,0,NA,NA,NA,NA
17581,Bonaire,Cliff,2019-07-06,15.5,3,17581,Porites astreoides,<5,NA,NA,100,100,0,NA,NA,NA,NA
17582,Bonaire,Cliff,2019-07-06,15.5,3,17582,Porites astreoides,<5,NA,NA,100,100,0,NA,NA,NA,NA
17583,Bonaire,Cliff,2019-07-06,15.5,3,17583,Porites astreoides,<5,NA,NA,100,100,0,NA,NA,NA,NA
17584,Bonaire,Cliff,2019-07-06,15.5,3,17584,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17585,Bonaire,Cliff,2019-07-06,15.5,3,17585,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17586,Bonaire,Cliff,2019-07-06,15.5,3,17586,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17587,Bonaire,Cliff,2019-07-06,15.5,3,17587,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17588,Bonaire,Cliff,2019-07-06,15.5,3,17588,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17589,Bonaire,Cliff,2019-07-06,15.5,3,17589,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17590,Bonaire,Cliff,2019-07-06,15.5,3,17590,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17591,Bonaire,Cliff,2019-07-06,15.5,3,17591,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17592,Bonaire,Cliff,2019-07-06,15.5,3,17592,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17593,Bonaire,Cliff,2019-07-06,15.5,3,17593,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17594,Bonaire,Cliff,2019-07-06,15.5,3,17594,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17595,Bonaire,Cliff,2019-07-06,15.5,3,17595,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17596,Bonaire,Cliff,2019-07-06,15.5,3,17596,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17597,Bonaire,Cliff,2019-07-06,15.5,3,17597,Porites astreoides,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17598,Bonaire,Cliff,2019-07-06,15.5,3,17598,Porites astreoides,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17599,Bonaire,Cliff,2019-07-06,15.5,3,17599,Porites astreoides,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17600,Bonaire,Cliff,2019-07-06,15.5,3,17600,Porites astreoides,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17601,Bonaire,Cliff,2019-07-06,15.5,3,17601,Porites astreoides,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17602,Bonaire,Cliff,2019-07-06,15.5,3,17602,Porites astreoides,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17603,Bonaire,Cliff,2019-07-06,15.5,3,17603,Porites astreoides,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17604,Bonaire,Cliff,2019-07-06,15.5,3,17604,Porites astreoides,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17605,Bonaire,Cliff,2019-07-06,15.5,3,17605,Porites astreoides,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17606,Bonaire,Cliff,2019-07-06,15.5,3,17606,Porites astreoides,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17607,Bonaire,Cliff,2019-07-06,15.5,3,17607,Porites astreoides,20 to 40,22,12,100,100,0,NA,NA,NA,NA
17608,Bonaire,Cliff,2019-07-06,15.5,3,17608,Porites astreoides,20 to 40,27,18,100,100,0,NA,NA,NA,NA
17609,Bonaire,Cliff,2019-07-06,15.5,3,17609,Siderastrea siderea,<5,NA,NA,100,100,0,NA,NA,NA,NA
17610,Bonaire,Cliff,2019-07-06,15.5,3,17610,Siderastrea siderea,20 to 40,34,14,100,100,0,NA,NA,NA,NA
17611,Bonaire,Cliff,2019-07-06,15.5,3,17611,Stephanocoenia intersepta,<5,NA,NA,100,100,0,NA,NA,NA,NA
17612,Bonaire,Cliff,2019-07-06,15.5,3,17612,Stephanocoenia intersepta,<5,NA,NA,100,100,0,NA,NA,NA,NA
17613,Bonaire,Cliff,2019-07-06,15.5,3,17613,Stephanocoenia intersepta,<5,NA,NA,100,100,0,NA,NA,NA,NA
17614,Bonaire,Cliff,2019-07-06,15.5,3,17614,Stephanocoenia intersepta,<5,NA,NA,100,100,0,NA,NA,NA,NA
17615,Bonaire,Cliff,2019-07-06,15.5,3,17615,Stephanocoenia intersepta,<5,NA,NA,100,100,0,NA,NA,NA,NA
17616,Bonaire,Cliff,2019-07-06,15.5,3,17616,Stephanocoenia intersepta,<5,NA,NA,100,100,0,NA,NA,NA,NA
17617,Bonaire,Cliff,2019-07-06,15.5,3,17617,Stephanocoenia intersepta,<5,NA,NA,100,100,0,NA,NA,NA,NA
17618,Bonaire,Cliff,2019-07-06,15.5,3,17618,Stephanocoenia intersepta,<5,NA,NA,100,100,0,NA,NA,NA,NA
17619,Bonaire,Cliff,2019-07-06,15.5,3,17619,Stephanocoenia intersepta,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17620,Bonaire,Cliff,2019-07-06,15.5,3,17620,Stephanocoenia intersepta,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17621,Bonaire,Cliff,2019-07-06,15.5,3,17621,Stephanocoenia intersepta,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17622,Bonaire,Cliff,2019-07-06,15.5,3,17622,Stephanocoenia intersepta,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17623,Bonaire,Cliff,2019-07-06,15.5,3,17623,Stephanocoenia intersepta,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17624,Bonaire,Cliff,2019-07-06,15.5,3,17624,Stephanocoenia intersepta,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17625,Bonaire,Cliff,2019-07-06,15.5,3,17625,Stephanocoenia intersepta,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17626,Bonaire,Cliff,2019-07-06,15.5,3,17626,Stephanocoenia intersepta,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17627,Bonaire,Cliff,2019-07-06,15.5,3,17627,Stephanocoenia intersepta,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17628,Bonaire,Cliff,2019-07-06,15.5,3,17628,Stephanocoenia intersepta,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17629,Bonaire,Cliff,2019-07-06,15.5,3,17629,Manicina spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17630,Bonaire,Cliff,2019-07-06,11,2,17630,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17631,Bonaire,Cliff,2019-07-06,11,2,17631,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17632,Bonaire,Cliff,2019-07-06,11,2,17632,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17633,Bonaire,Cliff,2019-07-06,11,2,17633,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17634,Bonaire,Cliff,2019-07-06,11,2,17634,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17635,Bonaire,Cliff,2019-07-06,11,2,17635,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17636,Bonaire,Cliff,2019-07-06,11,2,17636,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17637,Bonaire,Cliff,2019-07-06,11,2,17637,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17638,Bonaire,Cliff,2019-07-06,11,2,17638,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17639,Bonaire,Cliff,2019-07-06,11,2,17639,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17640,Bonaire,Cliff,2019-07-06,11,2,17640,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17641,Bonaire,Cliff,2019-07-06,11,2,17641,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17642,Bonaire,Cliff,2019-07-06,11,2,17642,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17643,Bonaire,Cliff,2019-07-06,11,2,17643,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17644,Bonaire,Cliff,2019-07-06,11,2,17644,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
17645,Bonaire,Cliff,2019-07-06,11,2,17645,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17646,Bonaire,Cliff,2019-07-06,11,2,17646,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17647,Bonaire,Cliff,2019-07-06,11,2,17647,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17648,Bonaire,Cliff,2019-07-06,11,2,17648,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17649,Bonaire,Cliff,2019-07-06,11,2,17649,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17650,Bonaire,Cliff,2019-07-06,11,2,17650,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17651,Bonaire,Cliff,2019-07-06,11,2,17651,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17652,Bonaire,Cliff,2019-07-06,11,2,17652,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17653,Bonaire,Cliff,2019-07-06,11,2,17653,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17654,Bonaire,Cliff,2019-07-06,11,2,17654,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17655,Bonaire,Cliff,2019-07-06,11,2,17655,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17656,Bonaire,Cliff,2019-07-06,11,2,17656,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17657,Bonaire,Cliff,2019-07-06,11,2,17657,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17658,Bonaire,Cliff,2019-07-06,11,2,17658,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17659,Bonaire,Cliff,2019-07-06,11,2,17659,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17660,Bonaire,Cliff,2019-07-06,11,2,17660,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17661,Bonaire,Cliff,2019-07-06,11,2,17661,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17662,Bonaire,Cliff,2019-07-06,11,2,17662,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17663,Bonaire,Cliff,2019-07-06,11,2,17663,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17664,Bonaire,Cliff,2019-07-06,11,2,17664,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17665,Bonaire,Cliff,2019-07-06,11,2,17665,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17666,Bonaire,Cliff,2019-07-06,11,2,17666,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17667,Bonaire,Cliff,2019-07-06,11,2,17667,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17668,Bonaire,Cliff,2019-07-06,11,2,17668,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
17669,Bonaire,Cliff,2019-07-06,11,2,17669,Agaricia spp.,20 to 40,31,34,100,100,0,NA,NA,NA,NA
17670,Bonaire,Cliff,2019-07-06,11,2,17670,Agaricia spp.,20 to 40,22,10,100,100,0,NA,NA,NA,NA
17671,Bonaire,Cliff,2019-07-06,11,2,17671,Agaricia spp.,40 to 80,52,32,100,100,0,NA,NA,NA,NA
17672,Bonaire,Cliff,2019-07-06,11,2,17672,Agaricia spp.,40 to 80,61,79,100,100,0,NA,NA,NA,NA
17673,Bonaire,Cliff,2019-07-06,11,2,17673,Agaricia spp.,20 to 40,35,28,100,100,0,NA,NA,NA,NA
17674,Bonaire,Cliff,2019-07-06,11,2,17674,Agaricia spp.,40 to 80,74,50,100,100,0,NA,NA,NA,NA
17675,Bonaire,Cliff,2019-07-06,11,2,17675,Colpophyllia natans,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
17676,Bonaire,Cliff,2019-07-06,11,2,17676,Colpophyllia natans,20 to 40,25,24,100,100,0,NA,NA,NA,NA
17677,Bonaire,Cliff,2019-07-06,11,2,17677,Diploria labyrinthiformis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
