region,date,site,min,species,stage,transect,n_pf,min_start,dist_m,depth_m,fl_cm
St. Croix,7/27/18,Salt River,15,Scarus taeniopterus,IP,2,1,2018-07-27T10:18:00Z,18,6.7,18
St. Croix,7/27/18,Salt River,15,Scarus taeniopterus,IP,2,1,2018-07-27T10:18:00Z,18,6.7,18
St. Croix,7/27/18,Salt River,15,Scarus taeniopterus,IP,2,1,2018-07-27T10:18:00Z,18,6.7,22
St. Croix,7/27/18,Salt River,15,Sparisoma chrysopterum,TP,2,1,2018-07-27T10:18:00Z,18,6.7,32
St. Croix,7/27/18,Salt River,16,Sparisoma viride,IP,2,1,2018-07-27T10:18:00Z,21,7,27
St. Croix,7/27/18,Salt River,16,Sparisoma viride,IP,2,1,2018-07-27T10:18:00Z,21,7,24
St. Croix,7/27/18,Salt River,16,Scarus taeniopterus,TP,2,1,2018-07-27T10:18:00Z,21,7,24
St. Croix,7/27/18,Salt River,16,Sparisoma viride,IP,2,1,2018-07-27T10:18:00Z,21,7,15
St. Croix,7/27/18,Salt River,16,Sparisoma viride,IP,2,1,2018-07-27T10:18:00Z,21,7,16
St. Croix,7/27/18,Salt River,17,Sparisoma aurofrenatum,IP,2,1,2018-07-27T10:18:00Z,20,6.4,15
St. Croix,7/27/18,Salt River,17,Sparisoma aurofrenatum,IP,2,1,2018-07-27T10:18:00Z,20,6.4,16
St. Croix,7/27/18,Salt River,17,Sparisoma aurofrenatum,IP,2,1,2018-07-27T10:18:00Z,20,6.4,18
St. Croix,7/27/18,Salt River,17,Sparisoma aurofrenatum,TP,2,1,2018-07-27T10:18:00Z,20,6.4,24
St. Croix,7/27/18,Salt River,17,Sparisoma aurofrenatum,TP,2,1,2018-07-27T10:18:00Z,20,6.4,25
St. Croix,7/27/18,Salt River,17,Scarus taeniopterus,IP,2,1,2018-07-27T10:18:00Z,20,6.4,18
St. Croix,7/27/18,Salt River,17,Scarus taeniopterus,IP,2,1,2018-07-27T10:18:00Z,20,6.4,15
St. Croix,7/27/18,Salt River,17,Scarus taeniopterus,IP,2,1,2018-07-27T10:18:00Z,20,6.4,21
St. Croix,7/27/18,Salt River,17,Sparisoma aurofrenatum,IP,2,1,2018-07-27T10:18:00Z,20,6.4,16
St. Croix,7/27/18,Salt River,17,Scarus taeniopterus,TP,2,1,2018-07-27T10:18:00Z,20,6.4,23
St. Croix,7/27/18,Salt River,17,Sparisoma aurofrenatum,IP,2,1,2018-07-27T10:18:00Z,20,6.4,15
St. Croix,7/27/18,Salt River,17,Scarus taeniopterus,IP,2,1,2018-07-27T10:18:00Z,20,6.4,15
St. Croix,7/27/18,Salt River,17,Scarus taeniopterus,IP,2,1,2018-07-27T10:18:00Z,20,6.4,18
St. Croix,7/27/18,Salt River,18,Sparisoma aurofrenatum,TP,2,1,2018-07-27T10:18:00Z,21,6.4,20
St. Croix,7/27/18,Salt River,18,Sparisoma aurofrenatum,TP,2,1,2018-07-27T10:18:00Z,21,6.4,23
St. Croix,7/27/18,Salt River,18,Scarus taeniopterus,IP,2,1,2018-07-27T10:18:00Z,21,6.4,19
St. Croix,7/27/18,Salt River,19,Scarus iseri,TP,2,1,2018-07-27T10:18:00Z,19,6.1,24
St. Croix,7/27/18,Salt River,19,Scarus iseri,TP,2,1,2018-07-27T10:18:00Z,19,6.1,22
St. Croix,7/27/18,Salt River,19,Sparisoma chrysopterum,TP,2,1,2018-07-27T10:18:00Z,19,6.1,26
St. Croix,7/27/18,Salt River,19,Sparisoma chrysopterum,IP,2,1,2018-07-27T10:18:00Z,19,6.1,18
St. Croix,7/27/18,Salt River,19,Scarus taeniopterus,TP,2,1,2018-07-27T10:18:00Z,19,6.1,26
St. Croix,7/27/18,Salt River,19,Sparisoma aurofrenatum,TP,2,1,2018-07-27T10:18:00Z,19,6.1,22
St. Croix,7/27/18,Salt River,19,Sparisoma aurofrenatum,TP,2,1,2018-07-27T10:18:00Z,19,6.1,23
St. Croix,7/27/18,Salt River,19,Scarus taeniopterus,IP,2,1,2018-07-27T10:18:00Z,19,6.1,18
St. Croix,7/27/18,Salt River,19,Scarus taeniopterus,IP,2,1,2018-07-27T10:18:00Z,19,6.1,19
St. Croix,7/27/18,Salt River,0,Sparisoma aurofrenatum,TP,3,1,2018-07-27T12:24:00Z,0,16.5,23
St. Croix,7/27/18,Salt River,1,Scarus taeniopterus,IP,3,1,2018-07-27T12:24:00Z,5,18.3,18
St. Croix,7/27/18,Salt River,1,Scarus taeniopterus,TP,3,1,2018-07-27T12:24:00Z,5,18.3,24
St. Croix,7/27/18,Salt River,2,Sparisoma aurofrenatum,TP,3,1,2018-07-27T12:24:00Z,11,16.2,25
St. Croix,7/27/18,Salt River,3,Sparisoma aurofrenatum,IP,3,1,2018-07-27T12:24:00Z,6,16.2,18
St. Croix,7/27/18,Salt River,4,Sparisoma aurofrenatum,IP,3,1,2018-07-27T12:24:00Z,12,15.8,17
St. Croix,7/27/18,Salt River,5,Sparisoma aurofrenatum,TP,3,1,2018-07-27T12:24:00Z,16,15.8,22
St. Croix,7/27/18,Salt River,5,Scarus taeniopterus,IP,3,1,2018-07-27T12:24:00Z,16,15.8,21
St. Croix,7/27/18,Salt River,5,Sparisoma rubripinne,IP,3,1,2018-07-27T12:24:00Z,16,15.8,28
St. Croix,7/27/18,Salt River,6,Sparisoma viride,TP,3,1,2018-07-27T12:24:00Z,18,15.5,33
St. Croix,7/27/18,Salt River,8,Sparisoma aurofrenatum,IP,3,1,2018-07-27T12:24:00Z,37,16.5,16
St. Croix,7/27/18,Salt River,8,Scarus taeniopterus,TP,3,1,2018-07-27T12:24:00Z,37,16.5,27
St. Croix,7/27/18,Salt River,9,Sparisoma aurofrenatum,IP,3,1,2018-07-27T12:24:00Z,22,15.2,15
St. Croix,7/27/18,Salt River,9,Sparisoma rubripinne,TP,3,1,2018-07-27T12:24:00Z,22,15.2,28
St. Croix,7/27/18,Salt River,9,Sparisoma aurofrenatum,TP,3,1,2018-07-27T12:24:00Z,22,15.2,28
St. Croix,7/27/18,Salt River,9,Sparisoma aurofrenatum,TP,3,1,2018-07-27T12:24:00Z,22,15.2,28
St. Croix,7/27/18,Salt River,9,Sparisoma aurofrenatum,TP,3,1,2018-07-27T12:24:00Z,22,15.2,27
St. Croix,7/27/18,Salt River,10,Scarus taeniopterus,TP,3,1,2018-07-27T12:24:00Z,14,14.6,26
St. Croix,7/27/18,Salt River,11,Scarus taeniopterus,TP,3,1,2018-07-27T12:24:00Z,18,13.1,27
St. Croix,7/27/18,Salt River,12,Sparisoma viride,TP,3,1,2018-07-27T12:24:00Z,19,14.9,33
St. Croix,7/27/18,Salt River,12,Scarus taeniopterus,TP,3,1,2018-07-27T12:24:00Z,19,14.9,25
St. Croix,7/27/18,Salt River,13,Scarus taeniopterus,TP,3,1,2018-07-27T12:24:00Z,19,15.2,27
St. Croix,7/27/18,Salt River,14,Scarus vetula,TP,3,1,2018-07-27T12:24:00Z,20,15.5,35
St. Croix,7/27/18,Salt River,15,Sparisoma viride,TP,3,1,2018-07-27T12:24:00Z,21,13.7,34
St. Croix,7/27/18,Salt River,16,Scarus taeniopterus,IP,3,1,2018-07-27T12:24:00Z,20,14.6,18
St. Croix,7/27/18,Salt River,17,Sparisoma aurofrenatum,TP,3,1,2018-07-27T12:24:00Z,18,14.6,22
St. Croix,7/27/18,Salt River,17,Sparisoma aurofrenatum,IP,3,1,2018-07-27T12:24:00Z,18,14.6,15
St. Croix,7/27/18,Salt River,17,Sparisoma aurofrenatum,IP,3,1,2018-07-27T12:24:00Z,18,14.6,16
St. Croix,7/27/18,Salt River,17,Scarus taeniopterus,IP,3,1,2018-07-27T12:24:00Z,18,13.1,16
St. Croix,7/27/18,Salt River,18,Scarus taeniopterus,IP,3,1,2018-07-27T12:24:00Z,17,13.1,16
St. Croix,7/27/18,Salt River,18,Scarus taeniopterus,IP,3,1,2018-07-27T12:24:00Z,17,13.1,18
St. Croix,7/27/18,Salt River,18,Scarus taeniopterus,TP,3,1,2018-07-27T12:24:00Z,17,13.1,24
St. Croix,7/27/18,Salt River,19,Scarus taeniopterus,IP,3,1,2018-07-27T12:24:00Z,21,13.7,17
St. Croix,7/27/18,Salt River,20,Scarus taeniopterus,IP,3,1,2018-07-27T12:24:00Z,19,14,16
St. Croix,7/27/18,Salt River,20,Sparisoma aurofrenatum,IP,3,1,2018-07-27T12:24:00Z,19,14,15
St. Croix,7/27/18,Salt River,21,Scarus taeniopterus,TP,3,1,2018-07-27T12:24:00Z,23,14.6,23
St. Croix,7/27/18,Salt River,23,Sparisoma aurofrenatum,TP,3,1,2018-07-27T12:24:00Z,43,15.2,23
St. Croix,7/27/18,Salt River,23,Scarus taeniopterus,IP,3,1,2018-07-27T12:24:00Z,43,15.2,17
St. Croix,7/27/18,Salt River,23,Scarus taeniopterus,TP,3,1,2018-07-27T12:24:00Z,43,15.2,25
St. Croix,7/27/18,Salt River,23,Sparisoma viride,IP,3,1,2018-07-27T12:24:00Z,43,15.2,23
St. Croix,7/27/18,Salt River,25,Sparisoma aurofrenatum,IP,3,1,2018-07-27T12:24:00Z,37,14.3,17
St. Croix,7/27/18,Salt River,25,Sparisoma viride,TP,3,1,2018-07-27T12:24:00Z,37,14.3,25
St. Croix,7/27/18,Salt River,0,Scarus taeniopterus,IP,4,1,2018-07-27T12:53:00Z,0,10.4,16
St. Croix,7/27/18,Salt River,1,Scarus vetula,TP,4,1,2018-07-27T12:53:00Z,22,10.1,32
St. Croix,7/27/18,Salt River,1,Sparisoma aurofrenatum,TP,4,1,2018-07-27T12:53:00Z,22,10.1,24
St. Croix,7/27/18,Salt River,1,Sparisoma viride,IP,4,1,2018-07-27T12:53:00Z,22,10.1,29
St. Croix,7/27/18,Salt River,1,Sparisoma aurofrenatum,IP,4,1,2018-07-27T12:53:00Z,22,10.1,15
St. Croix,7/27/18,Salt River,2,Scarus taeniopterus,IP,4,1,2018-07-27T12:53:00Z,19,10.1,18
St. Croix,7/27/18,Salt River,3,Scarus taeniopterus,TP,4,1,2018-07-27T12:53:00Z,22,9.4,26
St. Croix,7/27/18,Salt River,4,Sparisoma aurofrenatum,TP,4,1,2018-07-27T12:53:00Z,21,9.1,17
St. Croix,7/27/18,Salt River,4,Scarus taeniopterus,IP,4,1,2018-07-27T12:53:00Z,21,9.1,15
St. Croix,7/27/18,Salt River,4,Sparisoma aurofrenatum,TP,4,1,2018-07-27T12:53:00Z,21,9.1,24
St. Croix,7/27/18,Salt River,5,Sparisoma aurofrenatum,IP,4,1,2018-07-27T12:53:00Z,19,8.8,15
St. Croix,7/27/18,Salt River,5,Sparisoma aurofrenatum,IP,4,1,2018-07-27T12:53:00Z,19,8.8,18
St. Croix,7/27/18,Salt River,5,Sparisoma aurofrenatum,TP,4,1,2018-07-27T12:53:00Z,19,8.8,23
St. Croix,7/27/18,Salt River,6,Sparisoma aurofrenatum,IP,4,1,2018-07-27T12:53:00Z,23,8.2,15
St. Croix,7/27/18,Salt River,6,Scarus taeniopterus,IP,4,1,2018-07-27T12:53:00Z,23,8.2,17
St. Croix,7/27/18,Salt River,7,Sparisoma viride,TP,4,1,2018-07-27T12:53:00Z,23,8.5,34
St. Croix,7/27/18,Salt River,7,Sparisoma aurofrenatum,TP,4,1,2018-07-27T12:53:00Z,23,8.5,18
St. Croix,7/27/18,Salt River,7,Sparisoma aurofrenatum,TP,4,1,2018-07-27T12:53:00Z,23,8.5,19
St. Croix,7/27/18,Salt River,7,Sparisoma aurofrenatum,IP,4,1,2018-07-27T12:53:00Z,23,8.5,17
St. Croix,7/27/18,Salt River,8,Scarus taeniopterus,IP,4,1,2018-07-27T12:53:00Z,22,8.2,15
St. Croix,7/27/18,Salt River,9,Sparisoma viride,TP,4,1,2018-07-27T12:53:00Z,18,8.2,26
St. Croix,7/27/18,Salt River,10,Scarus taeniopterus,TP,4,1,2018-07-27T12:53:00Z,22,7.9,25
St. Croix,7/27/18,Salt River,10,Scarus taeniopterus,IP,4,1,2018-07-27T12:53:00Z,22,7.9,15
St. Croix,7/27/18,Salt River,10,Scarus taeniopterus,IP,4,1,2018-07-27T12:53:00Z,22,7.9,17
St. Croix,7/27/18,Salt River,10,Scarus taeniopterus,IP,4,1,2018-07-27T12:53:00Z,22,7.9,16
St. Croix,7/27/18,Salt River,12,Scarus taeniopterus,IP,4,1,2018-07-27T12:53:00Z,43,7.9,19
St. Croix,7/27/18,Salt River,13,Scarus taeniopterus,IP,4,1,2018-07-27T12:53:00Z,22,7.9,16
St. Croix,7/27/18,Salt River,13,Scarus taeniopterus,TP,4,1,2018-07-27T12:53:00Z,22,7.9,26
St. Croix,7/27/18,Salt River,14,Scarus taeniopterus,IP,4,1,2018-07-27T12:53:00Z,17,7.9,15
St. Croix,7/27/18,Salt River,14,Scarus taeniopterus,IP,4,1,2018-07-27T12:53:00Z,17,7.9,17
St. Croix,7/27/18,Salt River,17,Scarus taeniopterus,TP,4,1,2018-07-27T12:53:00Z,65,7.9,24
St. Croix,7/27/18,Salt River,18,Sparisoma aurofrenatum,IP,4,1,2018-07-27T12:53:00Z,24,7.9,17
St. Croix,7/27/18,Salt River,18,Scarus taeniopterus,TP,4,1,2018-07-27T12:53:00Z,24,7.9,25
St. Croix,7/27/18,Salt River,18,Scarus taeniopterus,IP,4,1,2018-07-27T12:53:00Z,24,7.9,18
St. Croix,7/27/18,Salt River,19,Scarus taeniopterus,TP,4,1,2018-07-27T12:53:00Z,21,7.6,25
St. Croix,7/10/18,Northstar,0,Scarus taeniopterus,IP,1,1,2018-07-10T13:30:00Z,0,15.2,15
St. Croix,7/10/18,Northstar,0,Sparisoma viride,TP,1,1,2018-07-10T13:30:00Z,0,15.2,33
St. Croix,7/10/18,Northstar,0,Sparisoma aurofrenatum,TP,1,1,2018-07-10T13:30:00Z,0,15.2,25
St. Croix,7/10/18,Northstar,1,Sparisoma viride,IP,1,1,2018-07-10T13:30:00Z,7,15.5,25
St. Croix,7/10/18,Northstar,2,Sparisoma aurofrenatum,TP,1,1,2018-07-10T13:30:00Z,9,14.3,25
St. Croix,7/10/18,Northstar,2,Scarus taeniopterus,TP,1,1,2018-07-10T13:30:00Z,9,14.3,26
St. Croix,7/10/18,Northstar,3,Scarus taeniopterus,IP,1,1,2018-07-10T13:30:00Z,9,14.9,17
St. Croix,7/10/18,Northstar,3,Scarus taeniopterus,TP,1,1,2018-07-10T13:30:00Z,9,14.9,25
St. Croix,7/10/18,Northstar,3,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,9,14.9,24
St. Croix,7/10/18,Northstar,3,Sparisoma viride,IP,1,1,2018-07-10T13:30:00Z,9,14.9,20
St. Croix,7/10/18,Northstar,5,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,25,14.9,22
St. Croix,7/10/18,Northstar,6,Scarus taeniopterus,TP,1,1,2018-07-10T13:30:00Z,9,15.5,22
St. Croix,7/10/18,Northstar,6,Sparisoma viride,IP,1,1,2018-07-10T13:30:00Z,9,15.5,20
St. Croix,7/10/18,Northstar,6,Sparisoma aurofrenatum,TP,1,1,2018-07-10T13:30:00Z,9,15.5,25
St. Croix,7/10/18,Northstar,6,Scarus taeniopterus,IP,1,1,2018-07-10T13:30:00Z,9,15.5,15
St. Croix,7/10/18,Northstar,7,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,15,15.8,23
St. Croix,7/10/18,Northstar,7,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,15,15.8,18
St. Croix,7/10/18,Northstar,8,Scarus taeniopterus,IP,1,1,2018-07-10T13:30:00Z,14,15.5,23
St. Croix,7/10/18,Northstar,9,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,15,13.7,16
St. Croix,7/10/18,Northstar,9,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,15,13.7,23
St. Croix,7/10/18,Northstar,9,Sparisoma viride,IP,1,1,2018-07-10T13:30:00Z,15,13.7,21
St. Croix,7/10/18,Northstar,9,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,15,13.7,17
St. Croix,7/10/18,Northstar,9,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,15,13.7,19
St. Croix,7/10/18,Northstar,9,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,15,13.7,15
St. Croix,7/10/18,Northstar,9,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,15,13.7,16
St. Croix,7/10/18,Northstar,10,Scarus taeniopterus,IP,1,1,2018-07-10T13:30:00Z,16,14.9,21
St. Croix,7/10/18,Northstar,10,Sparisoma aurofrenatum,TP,1,1,2018-07-10T13:30:00Z,16,14.9,24
St. Croix,7/10/18,Northstar,11,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,16,15.8,24
St. Croix,7/10/18,Northstar,11,Sparisoma viride,TP,1,1,2018-07-10T13:30:00Z,16,15.8,32
St. Croix,7/10/18,Northstar,11,Scarus taeniopterus,TP,1,1,2018-07-10T13:30:00Z,16,15.8,26
St. Croix,7/10/18,Northstar,11,Sparisoma aurofrenatum,TP,1,1,2018-07-10T13:30:00Z,16,15.8,24
St. Croix,7/10/18,Northstar,11,Scarus taeniopterus,TP,1,1,2018-07-10T13:30:00Z,16,15.8,24
St. Croix,7/10/18,Northstar,12,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,16,15.5,24
St. Croix,7/10/18,Northstar,12,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,16,15.5,16
St. Croix,7/10/18,Northstar,13,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,16,15.2,19
St. Croix,7/10/18,Northstar,13,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,16,15.2,23
St. Croix,7/10/18,Northstar,15,Sparisoma aurofrenatum,TP,1,1,2018-07-10T13:30:00Z,34,15.2,25
St. Croix,7/10/18,Northstar,15,Scarus taeniopterus,TP,1,1,2018-07-10T13:30:00Z,34,15.2,27
St. Croix,7/10/18,Northstar,15,Scarus taeniopterus,IP,1,1,2018-07-10T13:30:00Z,34,15.2,16
St. Croix,7/10/18,Northstar,15,Sparisoma aurofrenatum,TP,1,1,2018-07-10T13:30:00Z,34,15.2,24
St. Croix,7/10/18,Northstar,16,Scarus taeniopterus,IP,1,1,2018-07-10T13:30:00Z,16,15.2,22
St. Croix,7/10/18,Northstar,18,Scarus taeniopterus,IP,1,1,2018-07-10T13:30:00Z,33,14.9,16
St. Croix,7/10/18,Northstar,18,Scarus taeniopterus,IP,1,1,2018-07-10T13:30:00Z,33,14.9,18
St. Croix,7/10/18,Northstar,18,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,33,14.9,17
St. Croix,7/10/18,Northstar,18,Scarus taeniopterus,IP,1,1,2018-07-10T13:30:00Z,33,14.9,22
St. Croix,7/10/18,Northstar,19,Scarus taeniopterus,IP,1,1,2018-07-10T13:30:00Z,16,15.2,23
St. Croix,7/10/18,Northstar,20,Scarus taeniopterus,IP,1,1,2018-07-10T13:30:00Z,17,15.2,15
St. Croix,7/10/18,Northstar,20,Scarus taeniopterus,IP,1,1,2018-07-10T13:30:00Z,17,15.2,16
St. Croix,7/10/18,Northstar,20,Sparisoma aurofrenatum,TP,1,1,2018-07-10T13:30:00Z,17,15.2,22
St. Croix,7/10/18,Northstar,20,Scarus taeniopterus,TP,1,1,2018-07-10T13:30:00Z,17,15.2,25
St. Croix,7/10/18,Northstar,21,Sparisoma aurofrenatum,TP,1,1,2018-07-10T13:30:00Z,15,16.2,24
St. Croix,7/10/18,Northstar,22,Scarus vetula,TP,1,1,2018-07-10T13:30:00Z,16,16.2,30
St. Croix,7/10/18,Northstar,22,Scarus iseri,TP,1,1,2018-07-10T13:30:00Z,16,16.2,24
St. Croix,7/10/18,Northstar,23,Scarus vetula,TP,1,1,2018-07-10T13:30:00Z,15,15.5,33
St. Croix,7/10/18,Northstar,23,Scarus taeniopterus,TP,1,1,2018-07-10T13:30:00Z,15,15.5,24
St. Croix,7/10/18,Northstar,23,Scarus taeniopterus,IP,1,1,2018-07-10T13:30:00Z,15,15.5,22
St. Croix,7/10/18,Northstar,23,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,15,15.5,20
St. Croix,7/10/18,Northstar,23,Sparisoma viride,IP,1,1,2018-07-10T13:30:00Z,15,15.5,15
St. Croix,7/10/18,Northstar,24,Sparisoma aurofrenatum,IP,1,1,2018-07-10T13:30:00Z,16,15.2,19
St. Croix,7/10/18,Northstar,24,Scarus taeniopterus,IP,1,1,2018-07-10T13:30:00Z,16,15.2,18
St. Croix,7/10/18,Northstar,24,Scarus taeniopterus,TP,1,1,2018-07-10T13:30:00Z,16,15.2,25
St. Croix,7/10/18,Northstar,0,Sparisoma viride,IP,2,1,2018-07-10T13:58:00Z,0,12.2,16
St. Croix,7/10/18,Northstar,0,Scarus taeniopterus,TP,2,1,2018-07-10T13:58:00Z,0,12.2,25
St. Croix,7/10/18,Northstar,0,Sparisoma aurofrenatum,IP,2,1,2018-07-10T13:58:00Z,0,12.2,20
St. Croix,7/10/18,Northstar,1,Sparisoma aurofrenatum,TP,2,1,2018-07-10T13:58:00Z,6,12.2,25
St. Croix,7/10/18,Northstar,2,Scarus iseri,IP,2,1,2018-07-10T13:58:00Z,8,11.9,20
St. Croix,7/10/18,Northstar,2,Sparisoma aurofrenatum,TP,2,1,2018-07-10T13:58:00Z,8,11.9,24
St. Croix,7/10/18,Northstar,2,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,8,11.9,19
St. Croix,7/10/18,Northstar,3,Sparisoma viride,IP,2,1,2018-07-10T13:58:00Z,14,12.5,17
St. Croix,7/10/18,Northstar,3,Sparisoma viride,TP,2,1,2018-07-10T13:58:00Z,14,12.5,34
St. Croix,7/10/18,Northstar,3,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,14,12.5,15
St. Croix,7/10/18,Northstar,3,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,14,12.5,18
St. Croix,7/10/18,Northstar,3,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,14,12.5,22
St. Croix,7/10/18,Northstar,4,Scarus taeniopterus,TP,2,1,2018-07-10T13:58:00Z,13,11.9,25
St. Croix,7/10/18,Northstar,4,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,13,11.9,16
St. Croix,7/10/18,Northstar,5,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,16,11.6,22
St. Croix,7/10/18,Northstar,5,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,16,11.6,24
St. Croix,7/10/18,Northstar,6,Sparisoma aurofrenatum,IP,2,1,2018-07-10T13:58:00Z,13,11.3,18
St. Croix,7/10/18,Northstar,6,Sparisoma aurofrenatum,TP,2,1,2018-07-10T13:58:00Z,13,11.3,21
St. Croix,7/10/18,Northstar,7,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,14,11.3,23
St. Croix,7/10/18,Northstar,8,Sparisoma aurofrenatum,TP,2,1,2018-07-10T13:58:00Z,16,11.9,23
St. Croix,7/10/18,Northstar,8,Sparisoma viride,IP,2,1,2018-07-10T13:58:00Z,16,11.9,24
St. Croix,7/10/18,Northstar,8,Sparisoma aurofrenatum,IP,2,1,2018-07-10T13:58:00Z,16,11.9,22
St. Croix,7/10/18,Northstar,9,Sparisoma aurofrenatum,IP,2,1,2018-07-10T13:58:00Z,16,11.6,15
St. Croix,7/10/18,Northstar,9,Sparisoma aurofrenatum,IP,2,1,2018-07-10T13:58:00Z,16,11.6,21
St. Croix,7/10/18,Northstar,9,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,16,11.6,19
St. Croix,7/10/18,Northstar,10,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,12,11.6,20
St. Croix,7/10/18,Northstar,10,Sparisoma aurofrenatum,IP,2,1,2018-07-10T13:58:00Z,12,11.6,24
St. Croix,7/10/18,Northstar,10,Sparisoma aurofrenatum,TP,2,1,2018-07-10T13:58:00Z,12,11.6,25
St. Croix,7/10/18,Northstar,11,Sparisoma aurofrenatum,IP,2,1,2018-07-10T13:58:00Z,11,11.9,17
St. Croix,7/10/18,Northstar,11,Sparisoma aurofrenatum,TP,2,1,2018-07-10T13:58:00Z,11,11.9,23
St. Croix,7/10/18,Northstar,11,Sparisoma aurofrenatum,TP,2,1,2018-07-10T13:58:00Z,11,11.9,23
St. Croix,7/10/18,Northstar,11,Scarus taeniopterus,TP,2,1,2018-07-10T13:58:00Z,11,11.9,26
St. Croix,7/10/18,Northstar,11,Sparisoma viride,IP,2,1,2018-07-10T13:58:00Z,11,11.9,21
St. Croix,7/10/18,Northstar,11,Sparisoma viride,IP,2,1,2018-07-10T13:58:00Z,11,11.9,26
St. Croix,7/10/18,Northstar,12,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,19,11.3,22
St. Croix,7/10/18,Northstar,12,Sparisoma aurofrenatum,IP,2,1,2018-07-10T13:58:00Z,19,11.3,19
St. Croix,7/10/18,Northstar,13,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,14,11.6,21
St. Croix,7/10/18,Northstar,14,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,14,11.3,23
St. Croix,7/10/18,Northstar,14,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,14,11.3,24
St. Croix,7/10/18,Northstar,14,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,14,11.3,16
St. Croix,7/10/18,Northstar,14,Sparisoma aurofrenatum,TP,2,1,2018-07-10T13:58:00Z,14,11.3,24
St. Croix,7/10/18,Northstar,14,Sparisoma aurofrenatum,IP,2,1,2018-07-10T13:58:00Z,14,11.3,20
St. Croix,7/10/18,Northstar,15,Sparisoma aurofrenatum,TP,2,1,2018-07-10T13:58:00Z,11,11.6,24
St. Croix,7/10/18,Northstar,15,Sparisoma aurofrenatum,IP,2,1,2018-07-10T13:58:00Z,11,11.6,22
St. Croix,7/10/18,Northstar,15,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,11,11.6,20
St. Croix,7/10/18,Northstar,16,Scarus taeniopterus,TP,2,1,2018-07-10T13:58:00Z,13,11.9,25
St. Croix,7/10/18,Northstar,17,Sparisoma aurofrenatum,TP,2,1,2018-07-10T13:58:00Z,18,11.6,24
St. Croix,7/10/18,Northstar,17,Sparisoma aurofrenatum,IP,2,1,2018-07-10T13:58:00Z,18,11.6,21
St. Croix,7/10/18,Northstar,17,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,18,11.6,16
St. Croix,7/10/18,Northstar,18,Sparisoma aurofrenatum,IP,2,1,2018-07-10T13:58:00Z,10,11,22
St. Croix,7/10/18,Northstar,18,Sparisoma aurofrenatum,IP,2,1,2018-07-10T13:58:00Z,10,11,23
St. Croix,7/10/18,Northstar,19,Sparisoma aurofrenatum,TP,2,1,2018-07-10T13:58:00Z,14,11,25
St. Croix,7/10/18,Northstar,19,Scarus taeniopterus,IP,2,1,2018-07-10T13:58:00Z,14,11,18
St. Croix,7/10/18,Northstar,19,Sparisoma aurofrenatum,TP,2,1,2018-07-10T13:58:00Z,14,11,23
St. Croix,7/10/18,Northstar,19,Sparisoma viride,IP,2,1,2018-07-10T13:58:00Z,14,11,15
St. Croix,7/10/18,Northstar,20,Sparisoma aurofrenatum,IP,2,1,2018-07-10T13:58:00Z,11,11.6,23
St. Croix,7/10/18,Northstar,21,Sparisoma aurofrenatum,TP,2,1,2018-07-10T13:58:00Z,16,11.3,24
